LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,STATUS
10000,42300,NA,DebtCon,Mgr,11,1,0,31.4,3,5,NA,bad
10000,5200,53095,HomeImp,Other,5,3,3,234.33333333,3,17,NA,bad
10000,19225.53,35500,HomeImp,Office,5,0,2,186,1,10,NA,bad
10000,62000,80000,DebtCon,Other,5,NA,1,97.4,4,30,NA,bad
10000,41741,56000,DebtCon,Office,3,0,0,20.233333333,2,6,NA,bad
10000,46946,65000,HomeImp,Office,7.2,0,1,80.1,1,12,NA,bad
10000,75000,103600,HomeImp,Mgr,17.6,0,0,171.43333333,0,24,NA,bad
10000,59929,NA,DebtCon,Other,5,NA,NA,NA,NA,NA,NA,bad
10000,99600,125500,DebtCon,Office,8,0,0,80.1,3,21,NA,bad
10000,122800,151500,HomeImp,ProfExe,2,0,0,205.96666667,1,23,NA,bad
10000,49000,70000,HomeImp,Other,NA,0,3,190.73333333,1,12,NA,bad
10000,48840,58740,HomeImp,Other,15,2,2,194.8,0,39,NA,bad
10000,13161,37700,DebtCon,Other,NA,3,0,79.1,2,9,NA,bad
10000,84000,132965,DebtCon,Sales,30,0,0,325.63333333,1,24,NA,bad
10000,42321,53800,DebtCon,Other,4,0,0,275.9,0,19,NA,bad
10000,65000,80000,DebtCon,Other,2,0,0,26.366666667,3,2,NA,bad
10000,76700,97800,DebtCon,Other,25,NA,10,205.23333333,3,26,NA,bad
10000,59543,86800,DebtCon,Other,9,3,1,152.13333333,2,51,NA,bad
10000,52410,54500,NA,Mgr,1,9,4,132.9,4,29,NA,bad
10000,50070,60670,HomeImp,Other,5,2,0,15.233333333,0,1,NA,bad
10000,16288,48600,DebtCon,Other,24,0,0,268.83333333,1,16,NA,bad
10000,69727,90312,HomeImp,Office,4.5,5,1,122.83333333,NA,17,NA,bad
10000,NA,65088,HomeImp,Mgr,3.5,4,5,205.06666667,2,39,NA,bad
10000,NA,79500,DebtCon,ProfExe,19,0,0,285.1,2,7,NA,bad
10000,NA,NA,NA,Other,15,2,2,108.93333333,3,31,NA,bad
10000,91000,110000,DebtCon,Other,16,1,3,123.76666667,2,22,NA,bad
10000,66399,78000,NA,ProfExe,0.9,0,0,112.6,0,15,NA,bad
10000,90700,123370,DebtCon,ProfExe,15,2,0,90.3,1,4,NA,bad
10000,34900,48000,HomeImp,Other,3,0,0,288.16666667,1,3,NA,bad
10000,36000,68800,DebtCon,Other,13,0,0,118.66666667,6,15,NA,bad
10100,NA,25300,DebtCon,Other,NA,1,0,122.3,1,5,NA,bad
10100,60200,74000,DebtCon,Other,4,NA,4,128.86666667,5,24,NA,bad
10200,69116,105228,HomeImp,ProfExe,12,0,8,122.84395119,0,36,36.122885906,bad
10200,52310,74117,DebtCon,Other,13,0,3,118.69578554,2,23,NA,bad
10200,48670,90444,HomeImp,Other,NA,1,1,89.355474878,NA,7,39.15104729,bad
10200,29581,39992,DebtCon,Self,3,0,0,149.87462567,2,26,43.197242061,bad
10300,70147,122124,HomeImp,Other,1,0,0,58.895685895,0,7,57.995018623,bad
10300,39893,55000,DebtCon,Other,1.5,0,1,99.433333333,2,32,NA,bad
10400,51200,76125,DebtCon,Other,12,0,0,132.36666667,0,16,NA,bad
10400,42714,72322,DebtCon,Other,12,0,0,105.07480159,6,15,41.262353472,bad
10500,57880,66802,DebtCon,Other,2,0,0,94.598425262,8,21,45.464765837,bad
10500,NA,18600,HomeImp,Other,24,NA,NA,NA,NA,NA,NA,bad
10500,41500,56247,DebtCon,Other,8,0,1,70.033333333,2,24,NA,bad
10500,89000,268000,HomeImp,ProfExe,NA,4,NA,120.8,2,15,NA,bad
10500,55267,65160,DebtCon,Other,1,0,0,108.27542318,8,22,47.079285365,bad
10600,61294,82646,DebtCon,ProfExe,5,0,4,87.859169291,2,13,36.395148149,bad
10600,53200,71000,DebtCon,ProfExe,2,0,0,224.23333333,5,39,NA,bad
10600,22000,35200,DebtCon,Mgr,13,0,0,90.333333333,5,14,NA,bad
10700,55043,68609,DebtCon,Other,2,0,0,46.272175955,1,17,25.448844532,bad
10700,122000,148000,DebtCon,ProfExe,0.7,0,0,165.33333333,7,29,NA,bad
10700,34000,49756,HomeImp,Other,0.9,1,0,230.3,8,8,NA,bad
10700,41144,59375,DebtCon,Other,2,0,0,73.6,1,18,NA,bad
10800,64305,107374,DebtCon,ProfExe,9,0,0,97.861325762,0,36,36.996385659,bad
10800,35602,73077,DebtCon,Self,NA,0,1,179.89655998,1,20,53.584883008,bad
10800,57892,78900,DebtCon,ProfExe,15,0,3,329.16666667,1,14,NA,bad
10800,75000,87400,HomeImp,Other,7,1,0,101.46666667,2,19,NA,bad
10800,52600,66700,DebtCon,ProfExe,2,0,0,110.56666667,5,26,NA,bad
10800,194485,228670,HomeImp,ProfExe,1,0,0,75.458150356,NA,4,28.370130884,bad
10800,24182,39750,DebtCon,ProfExe,2,0,0,176.83333333,0,36,NA,bad
10900,86754,110000,DebtCon,ProfExe,13,0,2,103.43333333,0,19,NA,bad
10900,NA,16365,HomeImp,Other,NA,0,0,59.548702675,1,2,24.195903631,bad
10900,49352,56529,DebtCon,Other,7,0,1,78.833617625,2,23,36.174955236,bad
11000,60513,110485,DebtCon,Mgr,3,1,1,126.77192888,1,17,40.031393322,bad
11000,77517,86214,HomeImp,ProfExe,2,2,0,352.37913787,0,28,28.030214206,bad
11000,45000,63775,DebtCon,Other,14,0,0,173.16666667,0,18,NA,bad
11000,49000,66922,DebtCon,Other,11,0,2,91,3,32,NA,bad
11000,54100,70438,DebtCon,Self,2,3,1,115.6,1,25,NA,bad
11000,66400,81500,DebtCon,Other,9.5,0,0,215.06666667,0,65,NA,bad
11000,63975,235000,HomeImp,ProfExe,4,5,0,123.76666667,1,17,NA,bad
11000,53700,68000,DebtCon,Mgr,6,0,0,101.5,0,13,NA,bad
11000,62227,81250,DebtCon,Office,9,0,5,123.76666667,3,34,NA,bad
11000,41000,63450,HomeImp,Other,2.9,NA,NA,NA,NA,NA,NA,bad
11000,122751,140000,DebtCon,Other,5,0,0,116.7,2,30,NA,bad
11000,85474,118125,HomeImp,Office,2.5,2,0,132.93333333,1,9,NA,bad
11000,85008,73223,HomeImp,Mgr,7,0,2,197.12004536,0,23,41.441052018,bad
11000,49000,68000,HomeImp,Other,2,2,3,9.1,3,15,NA,bad
11100,52028,77316,HomeImp,Other,NA,0,2,194.48489733,1,12,30.797674365,bad
11100,NA,26400,HomeImp,Other,8,0,0,NA,2,0,NA,bad
11100,68784,85464,NA,ProfExe,2,0,0,117.9983043,0,14,36.044251755,bad
11100,52900,91741,HomeImp,Other,NA,1,1,93.110352698,NA,8,40.761453071,bad
11200,114000,139200,DebtCon,Mgr,5,0,0,213.56666667,1,36,NA,bad
11200,56877,65125,HomeImp,Other,6,2,0,12.176928574,0,1,33.241218883,bad
11200,68990,81922,DebtCon,Mgr,12,0,1,120.88581123,2,23,43.159875329,bad
11300,29000,59900,HomeImp,Mgr,3,1,0,91.633333333,4,11,NA,bad
11300,56602,71500,DebtCon,Office,11,2,1,52.8,12,20,NA,bad
11300,62568,79009,HomeImp,Office,4,0,3,295.33466966,0,19,28.600252229,bad
11300,NA,NA,HomeImp,Other,NA,NA,NA,NA,NA,NA,NA,bad
11500,21096,38952,DebtCon,Office,13,0,0,129.7,0,5,NA,bad
11500,47597.57,75937.5,DebtCon,Other,13.5,0,0,89.4,0,7,NA,bad
11500,67000,83000,DebtCon,ProfExe,4,NA,NA,NA,NA,NA,NA,bad
11500,62000,83000,DebtCon,NA,0,5,1,177.56666667,2,34,NA,bad
11600,44623,NA,HomeImp,ProfExe,13,6,2,178.09322168,0,29,21.334651908,bad
11600,57939,69774,DebtCon,Mgr,5,0,0,91.99164592,0,12,72.264093333,bad
11600,57200,72500,DebtCon,Other,5,0,0,34.466666667,4,15,NA,bad
11600,45917,60000,DebtCon,Other,10,0,1,304.36666667,3,27,NA,bad
11700,NA,67940,HomeImp,Mgr,3,3,4,204.02559324,1,38,NA,bad
11700,54085,68239,HomeImp,Other,2,1,2,8.0552650769,3,15,32.012658582,bad
11700,51600,72399,HomeImp,Other,15,0,1,125.36336996,4,20,NA,bad
11700,69100,85000,DebtCon,Mgr,3.8,3,0,80.1,0,22,NA,bad
11700,62400,78000,DebtCon,Office,20,0,0,216.06666667,2,24,NA,bad
11700,63914,93707,DebtCon,Other,7,3,0,162.57983695,2,51,69.480650392,bad
11800,74512,93328,HomeImp,Office,4,5,0,117.91881998,NA,16,58.295989944,bad
11800,67678,108092,HomeImp,ProfExe,13,0,7,126.65823161,0,36,37.162689687,bad
11900,54867,79000,HomeImp,Mgr,1,0,0,182.6,2,23,NA,bad
11900,108763,128780,DebtCon,Office,8,0,0,60.377932903,3,21,49.418114378,bad
11900,58104,77870,HomeImp,Other,7,0,0,69.433333333,1,19,NA,bad
11900,52814,72000,DebtCon,Other,12,0,0,123.6,0,20,NA,bad
11900,29822,48574,DebtCon,Office,13,0,0,132.4016914,0,4,36.611156973,bad
11900,63833,NA,DebtCon,Other,3,NA,NA,NA,NA,NA,40.932766781,bad
12000,50581,70171,HomeImp,Other,NA,0,2,206.3192338,1,12,29.843136669,bad
12000,76345,89036,HomeImp,Other,8,0,0,91.97034976,1,19,50.173065029,bad
12000,42000,60000,DebtCon,Other,4,1,2,145.53333333,0,23,NA,bad
12000,69000,92900,HomeImp,ProfExe,2,0,0,115.9,0,15,NA,bad
12000,74427,96270,DebtCon,Other,18,0,1,169.73333333,2,40,NA,bad
12000,NA,NA,HomeImp,Other,3,0,2,213.66666667,1,15,NA,bad
12000,NA,87000,DebtCon,Other,13,NA,NA,NA,NA,NA,NA,bad
12000,NA,NA,HomeImp,Other,19,0,8,195.83333333,0,13,NA,bad
12000,75373,102602,HomeImp,Other,6,2,0,99.366666667,0,21,NA,bad
12000,36000,51900,DebtCon,Other,0.1,0,0,247.5,1,10,NA,bad
12000,114390,132800,DebtCon,Mgr,10,0,0,95.733333333,0,25,NA,bad
12000,28298,72000,DebtCon,Other,8,NA,NA,105.5,2,22,NA,bad
12000,118000,139350,HomeImp,ProfExe,2,0,0,153.16666667,2,17,NA,bad
12000,87917,NA,NA,Other,12.9,0,1,71,0,12,NA,bad
12000,58730,80000,DebtCon,Office,10,NA,4,123.1,3,25,NA,bad
12000,59099,82000,DebtCon,Other,10,0,2,219.13333333,0,33,NA,bad
12000,15231,42845.01,DebtCon,Office,6.5,0,1,65.966666667,2,18,NA,bad
12000,48786,89800,HomeImp,ProfExe,29.9,0,5,220.13333333,1,16,NA,bad
12000,74265,91000,HomeImp,Other,7,1,0,137,0,3,NA,bad
12000,42000,58000,DebtCon,Other,5,0,1,113.63333333,1,18,NA,bad
12000,54257,82764,NA,Other,14,1,1,188.33742177,2,31,38.942759641,bad
12000,NA,33879,DebtCon,Other,NA,1,0,121.37953588,0,4,39.69469137,bad
12000,48189,53969,DebtCon,Other,5,0,0,276.38174269,0,18,65.495243152,bad
12100,186062,227171,HomeImp,ProfExe,0,0,0,67.780848026,NA,4,26.990532996,bad
12100,29097,72647,DebtCon,Other,8,NA,NA,109.51487945,1,22,45.304760569,bad
12100,22000,38750,DebtCon,Other,0.8,0,0,167.4,1,17,NA,bad
12100,67000,79100,DebtCon,Mgr,5,0,0,155.2,1,32,NA,bad
12200,97000,109800,HomeImp,ProfExe,5,0,0,152.13333333,3,33,NA,bad
12200,53242,70400,DebtCon,Other,14,0,0,169.93066352,0,18,34.629427656,bad
12300,24552,48278,DebtCon,Other,0,0,0,171.07510456,0,16,29.299550944,bad
12300,48238,66603,HomeImp,Office,6,0,1,80.38898294,1,11,40.01910455,bad
12300,78000,101200,HomeImp,Other,0.4,0,0,145.06666667,1,19,NA,bad
12300,50230,70000,DebtCon,Sales,1,0,NA,184.36666667,2,20,NA,bad
12300,49800,64000,DebtCon,ProfExe,23,0,2,232.33333333,3,17,NA,bad
12300,77000,94000,DebtCon,Mgr,41,NA,4,212.86666667,4,17,NA,bad
12300,73099,84250,DebtCon,ProfExe,4,NA,NA,NA,NA,NA,40.222283144,bad
12300,11300,39000,NA,Other,NA,5,1,170.43333333,3,21,NA,bad
12300,64265,90956,DebtCon,Other,10,0,1,233.15612479,0,32,32.908823864,bad
12400,45604,65501,DebtCon,Other,9,0,1,70.337530564,1,24,35.212181264,bad
12400,94000,112000,DebtCon,Mgr,4,0,0,NA,0,0,NA,bad
12400,57105,74582,DebtCon,Other,12,0,0,134.03176787,0,20,36.925736414,bad
12400,50573,84008,DebtCon,Other,15,1,0,76.042086926,0,7,41.027966747,bad
12500,69117,101503,HomeImp,ProfExe,13,0,7,145.95301782,0,36,36.759984664,bad
12500,41000,64680,DebtCon,Other,2,0,0,70.9,3,30,NA,bad
12500,41301,60000,DebtCon,Other,2,0,0,77.233333333,0,12,NA,bad
12500,55000,75393,DebtCon,Other,0.75,0,1,113.03333333,1,16,NA,bad
12500,53060,67500,DebtCon,Office,16,0,5,183.63333333,0,15,NA,bad
12500,69192,105300,DebtCon,Mgr,4,0,0,282.03333333,1,23,NA,bad
12500,62000,102600,HomeImp,Other,10,2,6,226.43333333,4,42,NA,bad
12600,68800,86000,DebtCon,Mgr,3,2,1,202.86666667,8,26,NA,bad
12600,41169.82,57000,DebtCon,Other,5.5,1,0,98.433333333,10,18,NA,bad
12600,86785,110400,DebtCon,Other,0.7,1,NA,89.066666667,2,27,NA,bad
12600,72854,86209,NA,ProfExe,2,0,0,118.06964742,0,14,36.051487179,bad
12600,48983,65000,DebtCon,Other,5,1,0,58.7,7,23,NA,bad
12700,30428,47387,DebtCon,ProfExe,2,0,0,164.49002127,0,36,38.874158603,bad
12800,40932,72172,DebtCon,Other,20,0,0,162.04401039,0,16,37.51836575,bad
12800,54151,83828,DebtCon,Other,13,0,0,132.16026989,0,16,23.477426284,bad
12800,81030,100333,DebtCon,Mgr,11,0,1,80.148943035,4,29,42.319370392,bad
12800,51800,68000,HomeImp,ProfExe,6,NA,NA,NA,NA,NA,NA,bad
12800,111000,124500,DebtCon,Sales,7,1,0,203.9,2,40,NA,bad
12800,67060,83989,DebtCon,Office,9,NA,3,116.46675743,2,24,43.572307509,bad
12900,94000,NA,DebtCon,Office,8,0,1,205.93333333,0,19,NA,bad
12900,29891,76571,HomeImp,Other,2,0,0,29.058670234,3,11,31.458500529,bad
12900,46266,62000,DebtCon,Other,7,0,0,77.133333333,5,18,NA,bad
12900,117900,143433,DebtCon,Mgr,6,0,0,227.93289343,0,35,47.619763526,bad
13000,64499,86000,HomeImp,Other,1,0,0,109.4,0,19,NA,bad
13000,29461,49326,HomeImp,ProfExe,11,0,0,171.59766853,1,8,38.917999879,bad
13000,125969,144076,DebtCon,Other,4,0,0,110.19319627,2,30,48.977731698,bad
13000,70000,90704,DebtCon,Other,15,0,3,142.16666667,0,37,NA,bad
13000,34000,65000,HomeImp,Other,4.5,0,1,148.5,2,24,NA,bad
13000,7200,24869,HomeImp,Other,0.7,9,1,193.8,0,9,NA,bad
13000,41193,58000,DebtCon,Other,18,3,2,66.933333333,4,7,NA,bad
13000,36223,NA,DebtCon,Other,9,1,0,132.86666667,0,14,NA,bad
13000,43744,60000,DebtCon,Self,22,0,1,21.266666667,1,15,NA,bad
13000,94941,120000,DebtCon,ProfExe,0.1,0,0,132.86666667,0,21,NA,bad
13000,137618,159000,DebtCon,ProfExe,9,2,6,106.53333333,6,37,NA,bad
13000,47000,60000,HomeImp,Self,1,0,0,NA,3,12,NA,bad
13000,177000,200000,DebtCon,Mgr,3,0,2,195.83333333,1,50,NA,bad
13000,60000,86400,DebtCon,Other,12,0,2,149.16666667,0,28,NA,bad
13000,111000,137813,NA,Mgr,6,2,2,138.33333333,3,65,NA,bad
13000,152029,173750,HomeImp,ProfExe,20,0,0,19.333333333,7,5,NA,bad
13100,NA,NA,HomeImp,ProfExe,0.75,NA,NA,NA,NA,NA,NA,bad
13100,22422,34800,HomeImp,Office,2.6,2,0,93.3,1,3,NA,bad
13100,54000,74750,DebtCon,Other,14,1,0,92.4,0,9,NA,bad
13200,65372,81426,DebtCon,Other,4,NA,1,102.6208363,3,29,38.934169132,bad
13200,65997,88000,DebtCon,Other,2,0,0,113.23333333,2,25,NA,bad
13300,58000,75000,DebtCon,Mgr,6.6,0,1,226.2,1,33,NA,bad
13300,67483,85454,DebtCon,ProfExe,16,0,2,335.98931518,1,14,30.37586285,bad
13300,60014,75695,DebtCon,Sales,1,0,NA,182.0643734,1,20,40.206671113,bad
13300,45860,63500,HomeImp,ProfExe,7,0,0,127.76666667,4,9,NA,bad
13300,25698,58760,HomeImp,Self,15,0,0,147.91098236,1,10,30.962076653,bad
13400,131524,148356,DebtCon,Other,4,1,0,110.74174156,2,29,48.340234737,bad
13400,58307,71810,DebtCon,Other,9,0,2,82.708309337,2,32,36.947798216,bad
13400,111000,131000,DebtCon,ProfExe,14,0,0,165.33333333,2,26,NA,bad
13400,5900,55320,HomeImp,Other,3,2,2,234.02181639,3,16,19.089300996,bad
13500,73000,97000,DebtCon,Other,12,1,0,145.2,0,23,NA,bad
13500,70000,93500,DebtCon,Sales,25,0,0,250.63333333,0,46,NA,bad
13500,65000,NA,DebtCon,ProfExe,14,0,2,105.5,4,34,NA,bad
13500,80223,108491,DebtCon,ProfExe,4,0,4,127.8,2,27,NA,bad
13500,83673,109000,HomeImp,Mgr,2.3,0,1,238.4,3,57,NA,bad
13500,28000,85999,DebtCon,Other,0,6,4,227.26666667,6,37,NA,bad
13600,30200,43600,HomeImp,Other,0,8,1,230.3,0,18,NA,bad
13600,70000,88000,DebtCon,Mgr,16,0,0,NA,0,0,NA,bad
13700,74147,92427,DebtCon,Other,7,0,3,181.30579978,0,33,39.272466343,bad
13700,59012,81465,DebtCon,Mgr,12,0,0,167.43333333,0,31,NA,bad
13700,46000,81000,DebtCon,ProfExe,1.5,0,1,101.56666667,0,25,NA,bad
13800,35807,40700,DebtCon,Other,1,0,0,91.266666667,1,17,NA,bad
13800,65178,79000,DebtCon,Office,11,0,3,111.6,1,23,NA,bad
13800,97778,116814,DebtCon,Other,15,1,3,120.78139621,1,22,23.20471329,bad
13900,77699,92587,DebtCon,Other,13,0,2,134.63357916,0,36,39.196149463,bad
13900,NA,NA,HomeImp,Other,4,0,2,209.47991026,0,15,35.774891787,bad
13900,56710,59348,HomeImp,Other,14,2,1,176.53032737,0,39,24.393714522,bad
13900,144263,167164,DebtCon,ProfExe,8,2,6,111.58860329,5,38,91.612599977,bad
13900,51653,85578,DebtCon,Other,13,0,0,90.273079432,0,7,41.693377223,bad
13900,103030,114131,DebtCon,Mgr,3,0,0,NA,0,0,38.394222444,bad
13900,NA,80868,DebtCon,ProfExe,18,0,0,278.30142446,1,7,43.313200229,bad
14000,NA,28992,HomeImp,Other,NA,0,0,342.06666667,2,14,NA,bad
14000,67881,93390,DebtCon,NA,NA,NA,NA,NA,NA,NA,NA,bad
14000,NA,42500,DebtCon,Other,NA,NA,NA,NA,NA,NA,NA,bad
14000,64000,78000,NA,ProfExe,7.4,0,0,174.43333333,0,20,NA,bad
14000,65000,NA,NA,Other,23,0,3,109.56666667,1,15,NA,bad
14000,139000,159000,DebtCon,Mgr,13,0,1,171.43333333,1,32,NA,bad
14000,85200,NA,HomeImp,Other,8,1,0,188.66666667,4,17,NA,bad
14000,46400,NA,DebtCon,Other,18,0,1,145.06666667,1,14,NA,bad
14000,49207,70525,DebtCon,Office,3,3,3,205.96666667,2,51,NA,bad
14000,NA,NA,HomeImp,Other,17,0,7,184.61319091,0,12,18.194280421,bad
14100,52302,63589,HomeImp,ProfExe,6,0,0,130.34246718,4,8,34.792831648,bad
14100,43927,60000,DebtCon,Other,0,0,0,0,12,8,NA,bad
14100,61036,84979,HomeImp,Mgr,1,0,0,174.5911708,2,23,50.276214936,bad
14200,68750,88627,DebtCon,Other,10,0,1,219.67280084,0,32,34.639961398,bad
14200,100663,122021,DebtCon,ProfExe,0,0,0,139.98397675,0,20,43.797459562,bad
14200,NA,49060,DebtCon,Other,NA,NA,NA,NA,NA,NA,24.701641997,bad
14300,52260,73000,DebtCon,Mgr,0.6,1,3,62.9,0,17,NA,bad
14300,37000,54000,DebtCon,NA,0,0,0,320.63333333,2,26,NA,bad
14500,38986,49970,HomeImp,Other,1,8,1,220.91726199,0,17,47.914521113,bad
14500,69115,98900,DebtCon,Other,18,0,0,177.86666667,NA,11,NA,bad
14500,149000,NA,DebtCon,ProfExe,25,0,2,384.5,0,71,NA,bad
14600,124000,168000,DebtCon,ProfExe,4,0,0,146.86666667,2,29,NA,bad
14600,21340,44605,DebtCon,Office,13,0,0,126.73042833,0,5,36.46319167,bad
14600,67997,87000,DebtCon,Other,11,1,NA,93.333333333,3,23,NA,bad
14700,51829,69136,DebtCon,Other,14,0,0,169.98530778,0,18,35.635393849,bad
14700,148396,162403,DebtCon,Mgr,13,0,0,163.4989942,0,31,35.428415656,bad
14700,94672,NA,NA,Other,14,0,1,67.038031911,0,11,40.317434429,bad
14700,63000,89250,DebtCon,ProfExe,4,0,0,87.466666667,0,28,NA,bad
14800,NA,NA,HomeImp,ProfExe,0,NA,NA,NA,NA,NA,NA,bad
14800,63800,96500,HomeImp,Mgr,9,0,4,185.43333333,2,14,NA,bad
14900,54359,78408,DebtCon,Self,4,3,0,129.96775559,0,24,3.0161414514,bad
14900,55480,76464,HomeImp,Other,15,0,1,122.08949983,5,20,43.06260476,bad
14900,57557,80611,DebtCon,Other,12,0,0,103.10650454,0,7,39.840875348,bad
14900,58204,71257,DebtCon,Office,3,3,2,206.51873487,1,50,43.762930265,bad
15000,NA,54869,DebtCon,Office,8,NA,NA,NA,NA,NA,NA,bad
15000,45000,85000,HomeImp,Mgr,11,0,0,110,0,31,NA,bad
15000,399550,NA,HomeImp,Mgr,0.9,0,0,138.16666667,1,18,NA,bad
15000,NA,NA,HomeImp,NA,1,1,0,108.53333333,0,22,NA,bad
15000,63000,100050,DebtCon,Other,NA,1,0,135.3,1,20,NA,bad
15000,4734,55500,HomeImp,Other,24,2,0,14.6,1,1,NA,bad
15000,NA,27500,HomeImp,Other,11,1,1,62.3,2,3,NA,bad
15000,8200,42075,DebtCon,ProfExe,18,1,0,122.23314815,0,23,NA,bad
15000,98000,132790,DebtCon,Other,1.5,0,3,107.66666667,1,21,NA,bad
15000,49200,72900,DebtCon,Other,10,0,0,174.03329961,1,16,NA,bad
15000,163000,207562,DebtCon,ProfExe,6,0,0,247.58424908,1,27,NA,bad
15000,45000,68250,DebtCon,Other,7,0,1,55.966666667,0,4,NA,bad
15000,86000,NA,DebtCon,Mgr,1,0,0,63.7,1,27,NA,bad
15000,37000,58488,HomeImp,Other,2,0,0,266.93333333,0,48,NA,bad
15000,83000,114000,DebtCon,ProfExe,18,0,0,207.23333333,0,27,NA,bad
15000,40772,62025,HomeImp,Other,NA,0,1,120.6,2,19,NA,bad
15000,20000,47394,HomeImp,Other,13,0,0,66.133333333,0,11,NA,bad
15000,29000,105000,HomeImp,Other,7,0,4,97.666666667,1,8,NA,bad
15000,38000,73200,DebtCon,Other,6,0,0,171.3,0,17,NA,bad
15000,NA,NA,DebtCon,NA,0,2,1,91.266666667,1,10,NA,bad
15000,89000,122400,HomeImp,Mgr,1,0,2,136.46666667,0,19,NA,bad
15000,48786,72500,DebtCon,Other,10,0,0,75.4,2,9,NA,bad
15000,57900,88200,DebtCon,ProfExe,10,NA,NA,NA,NA,NA,NA,bad
15000,34200,38900,DebtCon,Other,9.2,0,0,170.7,4,21,NA,bad
15000,37624,60562,DebtCon,Other,NA,0,1,186.86666667,7,26,NA,bad
15000,106239,135942,DebtCon,ProfExe,19.5,0,1,9.1,2,24,NA,bad
15000,18500,19000,DebtCon,Other,2,0,1,20.166666667,0,2,NA,bad
15000,5500,29025,DebtCon,Other,25,0,5,275.5,1,19,NA,bad
15000,71269,97500,DebtCon,Other,9,0,0,118.16666667,1,19,NA,bad
15000,96931,137390,DebtCon,Other,0.2,0,0,114.86666667,1,16,NA,bad
15000,NA,74750,DebtCon,NA,NA,NA,NA,NA,NA,NA,NA,bad
15000,62674,76950,HomeImp,Mgr,8,1,5,249.53333333,0,31,NA,bad
15000,NA,50000,HomeImp,Other,0,3,4,206.96666667,1,45,NA,bad
15000,89200,114750,DebtCon,ProfExe,11,0,0,114.6,0,27,NA,bad
15000,109000,155000,DebtCon,Office,0,3,2,105.5,1,28,NA,bad
15000,42006,NA,DebtCon,Other,10,0,1,75.333333333,0,33,NA,bad
15000,153000,185625,DebtCon,Mgr,8,NA,2,154.2,NA,31,NA,bad
15000,33000,NA,NA,NA,0.9,7,5,144.86666667,0,20,NA,bad
15000,116400,146450,DebtCon,Other,17.5,0,1,255.66666667,1,29,NA,bad
15000,6124,35000,HomeImp,Other,1.5,1,0,91.266666667,0,5,NA,bad
15000,18900,80400,DebtCon,ProfExe,7,0,1,142,0,12,NA,bad
15000,54294,85460,DebtCon,Other,18,0,3,118.66666667,1,23,NA,bad
15000,NA,26100,DebtCon,Other,1.6,0,1,105.46666667,17,20,NA,bad
15000,73500,105000,DebtCon,Other,1,0,2,205.93333333,2,25,NA,bad
15000,40000,58000,NA,ProfExe,4,7,0,268.83333333,3,26,NA,bad
15000,68000,96000,DebtCon,Mgr,12,0,3,109.56666667,0,24,NA,bad
15000,62100,40000,DebtCon,ProfExe,1,0,0,111.6,2,13,NA,bad
15000,74000,90000,DebtCon,ProfExe,9,1,3,136.96666667,0,27,NA,bad
15000,16400,205950,DebtCon,Mgr,10,8,3,135.93333333,11,42,NA,bad
15000,55300,81000,DebtCon,Other,5.3,8,0,259.73333333,4,30,NA,bad
15000,166000,182175,DebtCon,NA,3.5,4,0,74.066666667,2,14,NA,bad
15000,54000,72865,DebtCon,Office,2.9,0,1,145.1,1,15,NA,bad
15000,47000,73900,DebtCon,Office,2,1,5,73.1,1,16,NA,bad
15000,82000,130000,DebtCon,Mgr,18,0,5,122.73333333,10,19,NA,bad
15000,61438,127300,DebtCon,Self,4,1,3,134.26666667,1,17,NA,bad
15000,42000,111351,DebtCon,Other,6,NA,6,225.63333333,0,17,NA,bad
15000,79000,108000,HomeImp,Other,0.4,0,0,385.5,3,31,NA,bad
15000,125000,177100,HomeImp,ProfExe,10,3,1,221.16666667,0,14,NA,bad
15000,77544,102000,DebtCon,Sales,4,0,0,11.7,2,35,NA,bad
15000,61265,NA,DebtCon,Office,22,0,0,186.66666667,1,21,NA,bad
15100,45351,65481,DebtCon,Other,4,0,0,91.715292521,9,18,39.070153046,bad
15100,54000,77542,HomeImp,ProfExe,13,1,1,122.56666667,1,26,NA,bad
15100,NA,NA,NA,NA,0,0,0,NA,0,0,NA,bad
15200,58000,77000,DebtCon,Other,0.9,1,0,127.86666667,3,26,NA,bad
15200,105328,113931,HomeImp,ProfExe,3,0,0,138.13350449,2,32,61.89063458,bad
15200,96341,118734,DebtCon,Other,1,1,NA,90.732780399,1,26,39.140055969,bad
15300,21383,38480,HomeImp,Mgr,20,0,1,182.6,4,31,NA,bad
15300,96700,NA,HomeImp,Other,5,0,1,225.16666667,0,24,NA,bad
15300,78375,108175,HomeImp,Other,6,1,0,82.104836481,0,20,22.50324916,bad
15300,49421,67343,DebtCon,Other,4,0,0,57.929415092,6,22,42.929614185,bad
15400,180017,206148,DebtCon,Mgr,2,0,2,196.03365793,1,49,36.417342576,bad
15400,63456,96794,DebtCon,ProfExe,3,0,0,85.529362471,0,28,37.362645,bad
15500,57993,82248,DebtCon,Other,10,0,0,173.07296854,0,16,32.142468978,bad
15500,48100,67000,DebtCon,Other,15,NA,NA,NA,NA,NA,NA,bad
15500,26452,43900,DebtCon,Mgr,21,1,2,215.06666667,0,19,NA,bad
15500,38900,60500,DebtCon,Other,8,7,4,95.9,2,53,NA,bad
